doc_id,paper_title,authors,categories,published,arxiv_url,abstract
2412.12448v2,"Task-Parameter Nexus: Task-Specific Parameter Learning for Model-Based
  Control",Sheng Cheng; Ran Tao; Yuliang Gu; Shenlong Wang; Xiaofeng Wang; Naira Hovakimyan,cs.RO; cs.SY,2024-12-17 01:24:02,https://arxiv.org/abs/2412.12448v2,"This paper presents the Task-Parameter Nexus (TPN), a learning-based approach
for online determination of the (near-)optimal control parameters of
model-based controllers (MBCs) for tracking tasks. In TPN, a deep neural
network is introduced to predict the control parameters for any given tracking
t"
2411.10728v3,"Air Pollution and Under-5 Child Mortality: Evidence from China's Coal
  Power Plant Phase-out Policy",X. Liu; H. Yu,econ.GN; q-fin.EC,2024-11-16 07:32:36,https://arxiv.org/abs/2411.10728v3,"This paper evaluates the impact of a mandatory shutdown policy of
small-capacity coal power plants during China's $11^{th}$ 5-Year Plan period
(2006--2010) on under-5 mortality. We collect capacity and location information
on 2181 coal power plants that operated during 2000--2010 and compile a uniqu"
2412.06343v3,Diffusion on the circle and a stochastic correlation model,Sourav Majumdar; Arnab Kumar Laha,math.ST; q-fin.MF; stat.TH,2024-12-09 09:51:38,https://arxiv.org/abs/2412.06343v3,"We propose analytically tractable SDE models for correlation in financial
markets. We study diffusions on the circle, namely the Brownian motion on the
circle and the von Mises process, and consider these as models for correlation.
The von Mises process was proposed in Kent (1975) as a probabilistic"
2410.14317v2,Identification of a Rank-dependent Peer Effect Model,Eyo I. Herstad; Myungkou Shin,econ.EM,2024-10-18 09:25:20,https://arxiv.org/abs/2410.14317v2,"We develop a model that captures peer effect heterogeneity by modeling the
endogenous spillover to be linear in ordered peer outcomes. Unlike the
canonical linear-in-means model, our approach accounts for the distribution of
peer outcomes as well as the size of peer groups. Under a minimal condition"
2411.11841v3,Remarks on Halin's end-degree Conjecture,Gabriel Fernandes,math.LO; math.CO,2024-11-18 18:58:40,https://arxiv.org/abs/2411.11841v3,"We prove new instances of \emph{Halin's end degree conjecture} (\emph{HC})
within $\mathrm{ZFC}$. In particular, we prove that there is a proper class of
cardinals $\kappa$ for which Halin's end-degree conjecture holds. This answers
two questions posed by Geschke, Kurkofka, Melcher and Pitz in 2023."
2405.05734v3,On the Coverage Required for Diploid Genome Assembly,Daanish Mahajan; Chirag Jain; Navin Kashyap,cs.IT; math.IT; q-bio.GN,2024-05-09 12:50:18,https://arxiv.org/abs/2405.05734v3,"The repeat content and heterozygosity rate of a target genome are important
factors in determining the feasibility of achieving a complete
telomere-to-telomere assembly. The mathematical relationship between the
required coverage and read length for the purpose of unique reconstruction
remains unexp"
2410.22706v2,"Graph Signal Processing for Global Stock Market Realized Volatility
  Forecasting",Zhengyang Chi; Junbin Gao; Chao Wang,,2024-10-30 05:34:46,https://arxiv.org/abs/2410.22706v2,"This paper introduces an innovative realized volatility (RV) forecasting
framework that extends the conventional Heterogeneous Auto-Regressive (HAR)
model via integrating the Graph Signal Processing (GSP) technique. The
volatility spillover effect is embedded and modeled in the proposed framework,
w"
2403.04433v3,The best autoregressive approach to audio inpainting is gap-wise Janssen,Ondřej Mokrý; Pavel Rajmic,eess.AS; cs.SD,2024-03-07 12:06:19,https://arxiv.org/abs/2403.04433v3,"A novel variant of the Janssen method for audio inpainting is presented. The
new method is compared with a number of other popular audio inpainting methods
based on autoregressive modeling. Main differences between the particular
approaches are pointed out. In the experimental part, the importance o"
2408.04814v3,Protected Income and Inequality Aversion,Marc Fleurbaey; Eduardo Zambrano,econ.TH,2024-08-09 02:02:48,https://arxiv.org/abs/2408.04814v3,"We discover a fundamental and previously unrecognized structure within the
class of additively separable social welfare functions that makes it
straightforward to fully characterize and elicit the social preferences of an
inequality-averse evaluator. From this structure emerges a revealing question:"
2410.16076v3,"Improving Wald's (approximate) sequential probability ratio test by
  avoiding overshoot",Lasse Fischer; Aaditya Ramdas,stat.ME,2024-10-21 14:54:49,https://arxiv.org/abs/2410.16076v3,"Wald's sequential probability ratio test (SPRT) is a cornerstone of
sequential analysis. Based on desired type-I, II error levels $\alpha, \beta$,
it stops when the likelihood ratio crosses certain thresholds, guaranteeing
optimality of the expected sample size. However, these thresholds are not
clo"
2412.14624v2,The Diffusive Nature of Housing Prices,Antoine-Cyrus Becharat; Michael Benzaquen; Jean-Philippe Bouchaud,cond-mat.stat-mech; econ.GN; physics.soc-ph; q-fin.EC,2024-12-19 08:21:51,https://arxiv.org/abs/2412.14624v2,"We analyze the French housing market prices in the period 1970-2022, with
high-resolution data from 2018 to 2022. The spatial correlation of the observed
price field exhibits logarithmic decay characteristic of the two-dimensional
random diffusion equation -- local interactions may create long-range"
2410.01999v4,"CodeMMLU: A Multi-Task Benchmark for Assessing Code Understanding &
  Reasoning Capabilities of CodeLLMs",Dung Nguyen Manh; Thang Phan Chau; Nam Le Hai; Thong T. Doan; Nam V. Nguyen; Quang Pham; Nghi D. Q. Bui,cs.SE,2024-10-02 20:04:02,https://arxiv.org/abs/2410.01999v4,"Recent advances in Code Large Language Models (CodeLLMs) have primarily
focused on open-ended code generation, often overlooking the crucial aspect of
code understanding and reasoning. To bridge this gap, we introduce CodeMMLU, a
comprehensive multiple-choice benchmark designed to evaluate the depth"
2404.18884v2,Reputation and Risk in Regimes,Daniel Luo,econ.TH,2024-04-29 17:19:24,https://arxiv.org/abs/2404.18884v2,"How valuable is reputation to a regime seeking to deter uprisings? I show the
answer depends almost entirely on players' strategic uncertainty over other
players actions. Without higher-order uncertainty, reputational effects are
overshadowed by stage-game strategic complementarities: any payoff att"
2411.12375v3,"Risk-Neutral Pricing Model of Uniswap Liquidity Providing Position: A
  Stopping Time Approach",Liang Hou; Hao Yu; Guosong Xu,q-fin.PR; q-fin.MF,2024-11-19 09:49:04,https://arxiv.org/abs/2411.12375v3,"In this paper, we introduce a novel pricing model for Uniswap V3, built upon
stochastic processes and the Martingale Stopping Theorem. This model
innovatively frames the valuation of positions within Uniswap V3. We further
conduct a numerical analysis and examine the sensitivities through Greek risk"
2411.00296v4,Applying numerosity to surreal integration,Ilya Shnitman,math.GM,2024-11-01 01:34:20,https://arxiv.org/abs/2411.00296v4,"We introduce the concept of numerosity, a measure of a set's size, more
precise than cardinality and satisfying the Euclid's principle ""the whole is
greater than a part"" as a surreal number and provide an explicit formula for
expressing numerosities of some sequences that have no more than one
accum"
2406.11917v2,"Modulated Differentiable STFT and Balanced Spectrum Metric for Freight
  Train Wheelset Bearing Cross-machine Transfer Fault Diagnosis under Speed
  Fluctuations",Chao He; Hongmei Shi; Ruixin Li; Jianbo Li; ZuJun Yu,cs.LG; eess.SP,2024-06-17 02:43:24,https://arxiv.org/abs/2406.11917v2,"The service conditions of wheelset bearings has a direct impact on the safe
operation of railway heavy haul freight trains as the key components. However,
speed fluctuation of the trains and few fault samples are the two main problems
that restrict the accuracy of bearing fault diagnosis. Therefore,"
2409.14246v2,Constructing Linear Operators Using Classical Perturbation Theory,Miguel Avillez; David Arnas,nlin.CD; math.DS; physics.space-ph,2024-08-27 20:05:55,https://arxiv.org/abs/2409.14246v2,"This work introduces a methodology for generating linear operators that
approximately represent nonlinear systems of perturbed ordinary differential
equations. This is done through the application of classical perturbation
theory via the Lindstedt-Poincar\'e expansion, followed by an extension of th"
2412.16874v3,"A Multi-modal Approach to Dysarthria Detection and Severity Assessment
  Using Speech and Text Information",M Anuprabha; Krishna Gurugubelli; V Kesavaraj; Anil Kumar Vuppala,cs.AI; eess.AS,2024-12-22 06:08:35,https://arxiv.org/abs/2412.16874v3,"Automatic detection and severity assessment of dysarthria are crucial for
delivering targeted therapeutic interventions to patients. While most existing
research focuses primarily on speech modality, this study introduces a novel
approach that leverages both speech and text modalities. By employing
"
2408.11915v2,"Video-Foley: Two-Stage Video-To-Sound Generation via Temporal Event
  Condition For Foley Sound",Junwon Lee; Jaekwon Im; Dabin Kim; Juhan Nam,cs.SD; cs.CV; cs.LG; cs.MM; eess.AS,2024-08-21 18:06:15,https://arxiv.org/abs/2408.11915v2,"Foley sound synthesis is crucial for multimedia production, enhancing user
experience by synchronizing audio and video both temporally and semantically.
Recent studies on automating this labor-intensive process through
video-to-sound generation face significant challenges. Systems lacking explicit
t"
2408.01242v3,"Dareplane: A modular open-source software platform for BCI research with
  application in closed-loop deep brain stimulation",Matthias Dold; Joana Pereira; Bastian Sajonz; Volker A. Coenen; Jordy Thielen; Marcus L. F. Janssen; Michael Tangermann,q-bio.OT,2024-08-02 13:01:02,https://arxiv.org/abs/2408.01242v3,"Objective - This work introduces Dareplane, a modular and broad
technology-agnostic open source software platform for brain-computer interface
research with an application focus on adaptive deep brain stimulation (aDBS).
One difficulty for investigating control approaches for aDBS resides with the
c"
2403.08977v2,On maximum-sum matchings of bichromatic points,Oscar Chacón-Rivera; Pablo Pérez-Lantero,cs.CG; cs.DM,2024-03-13 21:56:40,https://arxiv.org/abs/2403.08977v2,"Huemer et al. (Discrete Math, 2019) proved that for any two finite point sets
$R$ and $B$ in the plane with $|R| = |B|$, the perfect matching that matches
points of $R$ with points of $B$, and maximizes the total squared Euclidean
distance of the matched pairs, has the property that all the disks in"
2412.18180v3,"PCM Selector: Penalized Covariate-Mediator Selection Operator for
  Evaluating Linear Causal Effects",Hisayoshi Nanmo; Manabu Kuroki,stat.ME; cs.LG,2024-12-24 05:34:05,https://arxiv.org/abs/2412.18180v3,"For a data-generating process for random variables that can be described with
a linear structural equation model, we consider a situation in which (i) a set
of covariates satisfying the back-door criterion cannot be observed or (ii)
such a set can be observed, but standard statistical estimation met"
2407.11761v3,Mean-Variance Optimization for Participating Life Insurance Contracts,Felix Fießinger; Mitja Stadje,q-fin.MF,2024-07-16 14:21:03,https://arxiv.org/abs/2407.11761v3,"This paper studies the equity holders' mean-variance optimal portfolio choice
problem for (non-)protected participating life insurance contracts. We derive
explicit formulas for the optimal terminal wealth and the optimal strategy in
the multi-dimensional Black-Scholes model, showing the existence o"
2411.07216v2,"Multifunctional spintronic transistors: Sub-60 mV/dec switching,
  non-local GMR, and NDR in spin gapless semiconductor and/or spin gapped metal
  FETs",Ersoy Şaşıoğlu; Paul Bodewei; Nicki F. Hinsche; Ingrid Mertig,cond-mat.mtrl-sci; cond-mat.mes-hall; physics.app-ph,2024-11-11 18:38:18,https://arxiv.org/abs/2411.07216v2,"Spin-gapless semiconductors (SGSs) are a promising class of materials for
spintronic applications, enabling functions beyond conventional electronics.
This study introduces a novel design for multifunctional spintronic
field-effect transistors (FETs) using SGSs and/or spin-gapped metals (SGMs) as
so"
2410.01890v2,Generalized Runcorn's theorem and crustal magnetism,Ivica Smolić,physics.geo-ph; astro-ph.EP; physics.space-ph,2024-10-02 18:00:03,https://arxiv.org/abs/2410.01890v2,"During the era of NASA's Apollo missions, Keith S. Runcorn proposed an
explanation of discrepancy between the Moon's negligible global magnetic field
and magnetized samples of lunar regolith, based on identical vanishing of
external magnetic field of a spherical shell, magnetized by an internal sour"
